Nome,Ruolo,Team,img,avatars,Fanta Media 22-23,Media Voto 22-23,Gol 22-23,Assist 22-23,Fanta Media 23-24,Media Voto 23-24,Gol 23-24,Assist 23-24,Fanta Media 24-25,Media Voto 24-25,Gol 24-25,Assist 24-25,PMA,Quot.,MV,FMV,Presenze,Minuti,Gol,Assist,Ammonizioni,Espulsioni,Rig. Segnati,Rig. Sbagliati,Gol Subiti,Rig. Parati,Prezzo,Titolarità,Affidabilità,Integrità,Prezzo%,Fascia,FMV Exp.,Pt. Tit.,Percentuale Titolare,FantaValue,Tiri_FV,Passaggi_FV,Difesa_FV,Possesso_FV,Azioni_FV,Player1T1,Player2T1,Player1T2,Player2T2,PrezzoTerzetto1,AffinitaTerzetto1,PrezzoTerzetto2,AffinitaTerzetto2,SP1,SP2,SP3,SP4,SP5,PMA300,PMA500,PMA1000,Prezzo300,Prezzo500,Prezzo1000,PrezzoTerzetto1300,PrezzoTerzetto1500,PrezzoTerzetto11000,PrezzoTerzetto2300,PrezzoTerzetto2500,PrezzoTerzetto21000,Diagnosi,11_08_PREZZO_300,11_08_PREZZO_500,11_08_PREZZO_1000,18_08_PREZZO_300,18_08_PREZZO_500,18_08_PREZZO_1000,22_08_PREZZO_300,22_08_PREZZO_500,22_08_PREZZO_1000,24_08_PREZZO_300,24_08_PREZZO_500,24_08_PREZZO_1000,26_08_PREZZO_300,26_08_PREZZO_500,26_08_PREZZO_1000,28_08_PREZZO_300,28_08_PREZZO_500,28_08_PREZZO_1000,02_09_PREZZO_300,02_09_PREZZO_500,02_09_PREZZO_1000,11_08_PMA_300,11_08_PMA_500,11_08_PMA_1000,18_08_PMA_300,18_08_PMA_500,18_08_PMA_1000,22_08_PMA_300,22_08_PMA_500,22_08_PMA_1000,24_08_PMA_300,24_08_PMA_500,24_08_PMA_1000,26_08_PMA_300,26_08_PMA_500,26_08_PMA_1000,28_08_PMA_300,28_08_PMA_500,28_08_PMA_1000,02_09_PMA_300,02_09_PMA_500,02_09_PMA_1000,Titolarita 24/25,Rigorista,CalciPiazzati
SOTTIL,C,FIO,sottil.png,sottil_avatar.png,6.06,5.97,0,2,6.44,5.97,2,3,5.5,5.5,0,0,0.002,9,5.97,6.44,22.0,1121.0,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3,3,2,0.8,Scommesse,6.41,13.0,59.0,77.8,78.2,78.6,78.3,81.6,80.0,ORSOLINI,VLASIC,ORSOLINI,PESSINA,60.0,100.0,60.0,97.0,WEAH,FAGIOLI,BARAK,ILIC,GAETANO,1,1,2,2,4,8,36,60,120,36,60,120,,3.0,5.0,10.0,2.0,4.0,8.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,4.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
EKKELENKAMP,C,UDI,ekkelenkamp.png,ekkelenkamp_avatar.png,-,-,6,6,-,-,5,1,6.0,6.0,0,0,0.002,6,5.62,5.61,39.0,2771.0,5,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5,3,4,4,1.0,Quarta,6.22,36.0,98.0,83.8,83.2,84.7,81.2,80.8,78.9,ZURKOWSKI,PULISIC,ZANIOLO,STREFEZZA,74.0,100.0,51.0,97.0,FELICI,RICCI S.,OUDIN,EL SHAARAWY,PAREDES,1,1,2,3,5,10,44,74,148,31,51,102,,3.0,5.0,10.0,3.0,5.0,10.0,2.0,4.0,8.0,3.0,5.0,10.0,2.0,4.0,8.0,2.0,4.0,8.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,50.0,,
ADLI,C,FIO,adli.png,adli_avatar.png,5.5,5.62,0,0,6.14,5.98,1,2,7.5,6.5,0,1,0.002,5,5.98,6.14,24.0,1421.0,1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1,3,4,5,0.2,Outsider,6.05,17.0,71.0,79.5,77.5,77.9,83.5,82.6,77.8,ORSOLINI,VLASIC,ORSOLINI,PESSINA,57.0,100.0,57.0,97.0,ADZIC,ADOPO,BIANCO,LOCATELLI,GAGLIARDINI,1,1,2,1,1,2,34,57,114,34,57,114,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
ADOPO,C,CAG,adopo.png,adopo_avatar.png,5.75,5.88,0,0,6.0,5.75,0,1,6.0,6.0,0,0,0.002,2,5.75,6.0,0.0,106.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Outsider,5.96,0.0,0.0,56.6,55.1,55.5,61.4,60.1,55.1,ZACCAGNI,PESSINA,ZACCAGNI,VLASIC,70.0,97.0,70.0,97.0,AKPA AKPRO,ADZIC,ADLI,BIANCO,LOCATELLI,1,1,2,1,1,2,42,70,140,42,70,140,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,50.0,,
ADZIC,C,JUV,adzic.png,adzic_avatar.png,-,-,0,0,-,-,0,0,0.0,0.0,0,0,0.002,1,5.92,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,4,3,0.2,Scommesse,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MARCHWINSKI,VLASIC,POLITANO,ORISTANIO,33.0,100.0,46.0,100.0,ANDERSEN M.K.,AKPA AKPRO,ADOPO,ADLI,BIANCO,1,1,2,1,1,2,20,33,66,28,46,92,Lesione al retto femorale - Da valutare,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
AKPA AKPRO,C,LAZ,akpa_akpro.png,akpa_akpro_avatar.png,6.0,6.04,1,1,5.64,5.82,0,0,0.0,0.0,0,0,0.002,1,5.82,5.64,19.0,720.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2,3,3,0.2,Outsider,5.81,8.0,42.0,76.5,75.8,75.3,78.1,80.0,74.9,ZURKOWSKI,SUSLOV,MALINOVSKYI,SUSLOV,20.0,100.0,30.0,100.0,ASLLANI,ANDERSEN M.K.,ADZIC,ADOPO,ADLI,1,1,2,1,1,2,12,20,40,18,30,60,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
ANDERSEN M.K.,C,VEN,andersen_mk.png,andersen_mk_avatar.png,-,-,0,0,-,-,0,0,7.5,6.0,1,0,0.002,2,6.0,6.31,20.0,736.0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,3,4,0.2,Non Impostata,5.93,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KOOPMEINERS,POLITANO,ORSOLINI,PULISIC,81.0,100.0,106.0,97.0,BADELJ,ASLLANI,AKPA AKPRO,ADZIC,ADOPO,1,1,2,1,1,2,49,81,162,64,106,212,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,50.0,,
ASLLANI,C,INT,asllani.png,asllani_avatar.png,5.85,5.92,0,0,6.5,6.22,1,2,6.0,6.0,0,0,0.002,5,6.22,6.5,23.0,804.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,0.2,Outsider,6.0,6.0,26.0,78.1,76.5,77.0,77.7,80.5,77.7,ZANIOLO,MARCHWINSKI,ZANIOLO,LOVRIC,41.0,97.0,32.0,97.0,BASELLI,BADELJ,ANDERSEN M.K.,AKPA AKPRO,ADZIC,1,1,2,1,1,2,25,41,82,19,32,64,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
BADELJ,C,GEN,badelj.png,badelj_avatar.png,-,-,3,1,6.14,6.05,1,3,6.33,6.33,0,0,0.002,6,6.05,6.14,33.0,2555.0,1,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1,5,3,4,0.2,"Titolare ""Scarso""",5.96,32.0,97.0,80.2,77.7,78.8,85.0,82.4,78.3,ZACCAGNI,SUSLOV,ORSOLINI,POLITANO,69.0,100.0,72.0,97.0,BELAHYANE,BASELLI,ASLLANI,ANDERSEN M.K.,AKPA AKPRO,1,1,2,1,1,2,41,69,138,43,72,144,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,95.0,,3.0
BASELLI,C,COM,baselli.png,baselli_avatar.png,-,-,1,0,-,-,0,1,6.0,6.0,0,0,0.002,3,0.0,0.0,24.0,821.0,0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Non Impostata,6.02,8.0,33.0,79.1,77.3,77.3,83.2,82.3,77.3,ZANIOLO,PULISIC,ZANIOLO,PESSINA,90.0,97.0,41.0,97.0,BELARDINELLI,BELAHYANE,BADELJ,ASLLANI,ANDERSEN M.K.,1,1,2,1,1,2,54,90,180,25,41,82,Problema all'adduttore - Da valutare,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
BELAHYANE,C,VER,belahyane.png,belahyane_avatar.png,-,-,0,0,6.25,6.25,0,0,5.67,6.0,0,0,0.002,1,6.25,6.25,2.0,90.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,3,0.2,Outsider,5.86,1.0,33.0,55.5,54.0,54.0,60.5,59.1,54.0,ZURKOWSKI,ZACCAGNI,MALINOVSKYI,ZACCAGNI,58.0,100.0,68.0,100.0,BJARKASON,BELARDINELLI,BASELLI,BADELJ,ASLLANI,1,1,2,1,1,2,35,58,116,41,68,136,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,50.0,,
BELARDINELLI,C,EMP,belardinelli.png,belardinelli_avatar.png,-,-,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.002,1,6.14,5.05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,0.2,Non Impostata,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORSOLINI,PULISIC,ZACCAGNI,SUSLOV,106.0,100.0,69.0,100.0,VOS,BJARKASON,BELAHYANE,BASELLI,BADELJ,1,1,2,1,1,2,64,106,212,41,69,138,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,
BIANCO,C,MON,bianco.png,bianco_avatar.png,6.0,6.17,0,0,-,-,2,1,6.0,6.0,0,0,0.002,2,0.0,0.0,35.0,3019.0,2,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1,1,3,5,0.2,Non Impostata,5.5,35.0,100.0,79.3,77.3,77.6,83.3,82.4,77.5,ZANIOLO,STREFEZZA,ZANIOLO,PELLEGRINI LO.,47.0,97.0,56.0,97.0,ADOPO,ADLI,LOCATELLI,GAGLIARDINI,PERRONE,1,1,2,1,1,2,28,47,94,34,56,112,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,
BJARKASON,C,VEN,bjarkason.png,bjarkason_avatar.png,-,-,0,0,-,-,3,1,0.0,0.0,0,0,0.002,4,5.73,5.66,32.0,1391.0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Outsider,6.17,12.0,38.0,79.1,77.3,77.5,83.2,82.3,77.5,KOOPMEINERS,POLITANO,ORSOLINI,PULISIC,81.0,100.0,106.0,97.0,BOHINEN,VOS,BELARDINELLI,BELAHYANE,BASELLI,1,1,2,1,1,2,49,81,162,64,106,212,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,25.0,,
BOHINEN,C,GEN,bohinen.png,bohinen_avatar.png,5.82,5.82,0,0,5.82,5.86,0,0,0.0,0.0,0,0,0.002,1,5.86,5.82,17.0,601.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,3,0.2,Non Impostata,5.86,7.0,41.0,69.2,66.8,68.5,70.2,71.8,68.2,ZACCAGNI,SUSLOV,ORSOLINI,POLITANO,69.0,100.0,72.0,97.0,BOVE,BONDO,VOS,BJARKASON,BELARDINELLI,1,1,2,1,1,2,41,69,138,43,72,144,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,
BONDO,C,MON,bondo.png,bondo_avatar.png,5.5,5.75,0,0,5.78,5.84,1,0,6.17,6.17,0,0,0.002,3,5.84,5.78,25.0,1471.0,1,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,0.2,Non Impostata,5.87,14.0,56.0,79.1,77.3,77.3,83.2,82.1,77.3,ZANIOLO,STREFEZZA,ZANIOLO,PELLEGRINI LO.,47.0,97.0,56.0,97.0,BUCHANAN T.,BOVE,BOHINEN,VOS,BJARKASON,1,1,2,1,1,2,28,47,94,34,56,112,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
BOVE,C,FIO,bove.png,bove_avatar.png,6.15,6.03,1,0,5.96,5.96,0,1,6.0,6.0,0,0,0.002,5,5.96,5.96,31.0,1785.0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,2,4,5,0.2,Outsider,6.0,18.0,58.0,79.7,77.6,78.2,84.6,82.7,77.9,ORSOLINI,VLASIC,ORSOLINI,PESSINA,57.0,100.0,57.0,97.0,CAMARA D.,BUCHANAN T.,BONDO,BOHINEN,VOS,1,1,2,1,1,2,34,57,114,34,57,114,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
BUCHANAN T.,C,INT,buchanan.png,buchanan_t_avatar.png,-,-,0,0,-,-,0,0,0.0,0.0,0,0,0.002,1,6.07,6.5,12.0,834.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,4,1,0.2,Non Impostata,6.18,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZANIOLO,MARCHWINSKI,ZANIOLO,LOVRIC,41.0,97.0,32.0,97.0,CATALDI,CAMARA D.,BOVE,BONDO,BOHINEN,1,1,2,1,1,2,25,41,82,19,32,64,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
CAMARA D.,C,PAR,camara_d.png,camara_d_avatar.png,-,-,4,1,-,-,2,0,6.0,6.0,0,0,0.002,1,5.83,5.73,16.0,454.0,2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2,3,3,0.2,Non Impostata,5.97,3.0,19.0,68.0,67.0,66.9,71.8,70.9,68.0,ORSOLINI,ORISTANIO,COLPANI,ORISTANIO,55.0,97.0,46.0,97.0,CRNIGOJ,CATALDI,BUCHANAN T.,BOVE,BONDO,1,1,2,1,1,2,33,55,110,28,46,92,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
CATALDI,C,FIO,cataldi.png,cataldi_avatar.png,5.93,5.98,0,1,5.95,5.98,1,0,5.5,5.5,0,0,0.002,3,5.98,5.95,28.0,1373.0,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,0.2,Outsider,5.96,15.0,54.0,79.5,77.5,78.1,83.8,82.6,77.6,ORSOLINI,VLASIC,ORSOLINI,PESSINA,57.0,100.0,57.0,97.0,DANI SILVA,CRNIGOJ,CAMARA D.,BUCHANAN T.,BOVE,1,1,2,1,1,2,34,57,114,34,57,114,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
CRNIGOJ,C,VEN,crnigoj.png,crnigoj_avatar.png,5.75,5.83,0,0,-,-,0,1,6.0,6.0,0,0,0.002,1,0.0,0.0,16.0,664.0,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,3,2,5,0.2,Outsider,6.05,7.0,44.0,68.0,66.6,66.9,72.0,70.8,66.8,KOOPMEINERS,POLITANO,ORSOLINI,PULISIC,81.0,100.0,106.0,97.0,DEIOLA,DANI SILVA,CATALDI,CAMARA D.,BUCHANAN T.,1,1,2,1,1,2,49,81,162,64,106,212,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,25.0,,
DANI SILVA,C,VER,dani_silva.png,dani_silva_avatar.png,-,-,0,0,5.72,5.83,0,0,0.0,0.0,0,0,0.002,3,5.83,5.72,16.0,726.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,0.2,Outsider,5.79,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZURKOWSKI,ZACCAGNI,MALINOVSKYI,ZACCAGNI,58.0,100.0,68.0,100.0,DOUMBIA I.,DEIOLA,CRNIGOJ,CATALDI,CAMARA D.,1,1,2,1,1,2,35,58,116,41,68,136,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,50.0,,
DEIOLA,C,CAG,deiola.png,deiola_avatar.png,-,-,3,2,5.59,5.7,1,0,5.67,5.83,0,0,0.002,4,5.7,5.59,27.0,1626.0,1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1,3,2,5,0.2,Outsider,5.76,19.0,70.0,79.3,77.5,77.6,83.4,82.3,77.5,ZACCAGNI,PESSINA,ZACCAGNI,VLASIC,70.0,97.0,70.0,97.0,GINEITIS,DOUMBIA I.,DANI SILVA,CRNIGOJ,CATALDI,1,1,2,1,1,2,42,70,140,42,70,140,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
DOUMBIA I.,C,VEN,doumbia_i.png,doumbia_i_avatar.png,-,-,0,0,-,-,0,0,5.5,5.5,0,0,0.002,1,0.0,0.0,33.0,2569.0,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,0.2,Non Impostata,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KOOPMEINERS,POLITANO,ORSOLINI,PULISIC,81.0,100.0,106.0,97.0,SOHM,GINEITIS,DEIOLA,DANI SILVA,CRNIGOJ,1,1,2,1,1,2,49,81,162,64,106,212,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,50.0,,
ENGELHARDT,C,COM,engelhardt.png,engelhardt_avatar.png,-,-,0,0,-,-,0,0,4.5,5.0,0,0,0.002,4,5.75,5.8,30.0,2529.0,3,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1,3,4,4,0.2,Scommesse,6.29,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZANIOLO,PULISIC,ZANIOLO,PESSINA,90.0,97.0,41.0,97.0,CIURRIA,BRAUNODER,PRATI,LIBERALI,SOHM,1,1,2,1,1,2,54,90,180,25,41,82,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
GAGLIARDINI,C,MON,gagliardini.png,gagliardini_avatar.png,5.46,5.62,0,0,5.92,5.88,1,1,5.33,5.5,0,0,0.002,5,5.88,5.92,33.0,2366.0,1,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,"Titolare ""Scarso""",5.89,29.0,88.0,80.2,77.8,78.8,85.0,82.6,78.1,ZANIOLO,STREFEZZA,ZANIOLO,PELLEGRINI LO.,47.0,97.0,56.0,97.0,BIANCO,LOCATELLI,PERRONE,POBEGA,RAFIA,1,1,2,1,1,2,28,47,94,34,56,112,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
GINEITIS,C,TOR,gineitis.png,gineitis_avatar.png,5.5,6.0,0,0,5.95,6.05,0,0,0.0,0.0,0,0,0.002,4,6.05,5.95,14.0,546.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Outsider,5.91,4.0,29.0,68.2,66.8,67.3,72.4,70.9,67.2,ORSOLINI,COLPANI,KOOPMEINERS,MARCHWINSKI,72.0,100.0,66.0,100.0,LIBERALI,SOHM,DOUMBIA I.,DEIOLA,DANI SILVA,1,1,2,1,1,2,43,72,144,40,66,132,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,25.0,,
GRASSI,C,EMP,grassi.png,grassi_avatar.png,5.85,5.92,0,0,5.77,5.92,0,1,6.0,6.0,0,0,0.002,3,5.92,5.77,27.0,1823.0,0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1,3,2,3,0.2,Outsider,5.82,22.0,81.0,79.3,77.5,77.6,83.4,82.4,77.5,ORSOLINI,PULISIC,ZACCAGNI,SUSLOV,106.0,100.0,69.0,100.0,YEBOAH J.,HAAS,HENDERSON L.,IKONE',JANKTO,1,1,2,1,1,2,64,106,212,41,69,138,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,25.0,,
